N-gram,Frequency
"('job', 'got', 'failed', 'manually')",9
"('queue', 'run', 'job', 'successfully')",9
"('source', 'file', 'unavailable', 'job')",8
"('file', 'unavailable', 'job', 'completed')",8
"('unavailable', 'job', 'completed', 'successfully')",8
"('due', 'null', 'values', 'null')",8
"('null', 'values', 'null', 'field.we')",8
"('values', 'null', 'field.we', 're-executed')",8
"('null', 'field.we', 're-executed', 'job')",8
"('field.we', 're-executed', 'job', 'deleting')",8
"('deleting', 'invalid', 'records', 'completed')",8
"('invalid', 'records', 'completed', 'successfully')",8
"('issue', 'job', 'cancelled', 'day')",8
"('database', 'login', 'timeout', 'issue')",8
"('login', 'time', 'issue', 'job')",8
"('failed', 'due', 'database', 'issue')",8
"('space', 'issue', 'issue', 'fixed')",8
"('job', 're-ran', 'completed', 'successfully')",8
"('overrunning', 'hence', 'deadline', 'reached')",8
"('named', 'piped', 'error', 'released')",8
"('piped', 'error', 'released', 'tbload')",8
"('job', 'completed', 'successfully', 'back')",8
"('completed', 'successfully', 'back', 'end')",8
"('job', 'run', 'data', 'fix')",8
"('connectivity', 'issue', 'bw', 'rerun')",8
"('issue', 'bw', 'rerun', 'job')",8
"('bw', 'rerun', 'job', 'completed')",8
"('abended', 'due', 'tods', 'session')",8
"('due', 'tods', 'session', 'issue')",8
"('tods', 'console', 'failed', 'brj.this')",8
"('console', 'failed', 'brj.this', 'due')",8
"('failed', 'brj.this', 'due', 'brj')",8
"('brj.this', 'due', 'brj', 'issue')",8
"('job', 'failed', 'updating', 'audit')",8
"('failed', 'updating', 'audit', 'entry')",8
"('updating', 'audit', 'entry', 'manually')",8
"('audit', 'entry', 'manually', 'updated')",8
"('entry', 'manually', 'updated', 'using')",8
"('manually', 'updated', 'using', 'tdata')",8
"('due', 'brj', 'connectivity', 'issue')",8
"('due', 'lock', 'issue', 're-run')",8
"('lock', 'issue', 're-run', 'job')",8
"('issue', 're-run', 'job', 'successful')",8
"('source', 'file', 'issue', 'issue')",8
"('file', 'issue', 'issue', 'fixed')",8
"('manually', 'cleared', 'queue', 'run')",8
"('cleared', 'queue', 'run', 'job')",8
"('hence', 'received', 'deadline', 'alert')",7
"('file', 'available', 'job', 'completed')",7
"('job', 'completed', 'file', 'available')",7
"('format', 'issue', 'issue', 'fixed')",7
"('job', 'abended', 'due', 'duplicate/null/invalid')",7
"('abended', 'due', 'duplicate/null/invalid', 'data')",7
"('due', 'duplicate/null/invalid', 'data', 'format')",7
"('got', 'failed', 'due', 'incorrect')",7
"('connectivity', 'issue', 'job', 'started')",7
"('issue', 'job', 'started', 'completed')",7
"('job', 'started', 'completed', 'successfully')",7
"('source', 'file', 'available', 'contacted')",7
"('file', 'available', 'contacted', 'source')",7
"('available', 'contacted', 'source', 'team')",7
"('connectivity', 'issue', 'job', 'completed')",7
"('job', 'restarted', 'got', 'completed')",7
"('restarted', 'got', 'completed', 'successfully')",7
"('job', 'executed', 'successfully', 'run')",7
"('completed', 'successfully', 'releasing', 'tbload')",7
"('abended', 'due', 'login', 'timeout')",7
"('issue', 'fixed', 'job', 'reexecuted')",7
"('started', 'file', 'placed', 'source')",7
"('file', 'placed', 'source', 'path')",7
"('pipe', 'error', 'due', 'login')",7
"('error', 'due', 'login', 'timeout')",7
"('source', 'file', 'completed', 're-run')",7
"('outage', 'issue', 'fixed', 'job')",7
"('abended', 'due', 'login', 'time')",7
"('issue', 'resolved', 'job', 're-started')",7
"('failed', 'due', 'spool', 'space')",7
"('spool', 'space', 'issue', 'issue')",7
"('brj', 'environment', 'issue', 'job')",7
"('previous', 'jobs', 'overrunning', 'hence')",7
"('due', 'connectivity', 'issue', 're-running')",7
"('jobs', 'failed', 'due', 'source')",7
"('due', 'source', 'database', 'issue')",7
"('source', 'database', 'issue', 're-executed')",7
"('database', 'issue', 're-executed', 'job')",7
"('issue', 're-executed', 'job', '1')",7
"('re-executed', 'job', '1', 'hr')",7
"('job', '1', 'hr', 'completed')",7
"('1', 'hr', 'completed', 'successfully')",7
"('abended', 'due', 'tods', 'server')",7
"('due', 'tods', 'server', 'session')",7
"('brj', 'issue', 'job', 'completed')",7
"('server', 'issue', 'job', 'rerun')",7
"('issue', 'job', 'rerun', 'restart')",7
"('job', 'rerun', 'restart', 'server')",7
"('job', 'abended', 'due', 'connection')",7
"('failed', 'due', 'login', 'timeout')",7
"('cancelled', 'day', ""'s"", 'run')",7
"('failed', 'due', 'issue', 'source')",7
"('due', 'issue', 'source', 'bw')",7
"('issue', 'source', 'bw', 'end')",7
"('source', 'bw', 'end', 're-running')",7
"('bw', 'end', 're-running', 'job')",7
"('end', 're-running', 'job', 'got')",7
"('team', 'job', 'completed', 'successfully')",7
"('due', 'data', 'base', 'login')",7
"('data', 'base', 'login', 'timeout')",7
"('base', 'login', 'timeout', 'issue')",7
"('file', 'issue', 'job', 'put')",7
"('issue', 'job', 'put', 'hold')",7
"('server', 'issue', 'job', 'progressing')",7
"('issue', 'job', 'progressing', 'back')",7
"('job', 'progressing', 'back', 'end')",7
"('source', 'file', 'available', 'hence')",7
"('file', 'available', 'hence', 'confirmed')",7
"('available', 'hence', 'confirmed', 'job')",7
"('hence', 'confirmed', 'job', 'success')",7
"('file', 'unavailability', 'job', 're-ran')",7
"('unavailability', 'job', 're-ran', 'completed')",7
"('re-ran', 'completed', 'successfully', 'fix')",7
"('completed', 'successfully', 'fix', 'done')",7
"('successfully', 'fix', 'done', 'hadoop')",7
"('fix', 'done', 'hadoop', 'team')",7
"('issue', 'fixed', 'job', 're-processed')",7
"('source', 'file', 'delay.success', 'rerun')",7
"('unavailability', 'job', 'got', 'failed')",7
"('due', 'lock', 'held', 'process')",7
"('lock', 'held', 'process', 'job')",7
"('held', 'process', 'job', 'got')",7
"('process', 'job', 'got', 'failed')",7
"('got', 'failed', 'manually', 'killed')",7
"('failed', 'manually', 'killed', 'process')",7
"('manually', 'killed', 'process', 'run')",7
"('killed', 'process', 'run', 'job')",7
"('process', 'run', 'job', 'successfully')",7
"('got', 'abended', 'due', 'connectivity')",6
"('abended', 'due', 'connectivity', 'issue')",6
"('login', 'time', 'issue', 're-running')",6
"('time', 'issue', 're-running', 'job')",6
"('job', 'killed', 'completed', 'successfully')",6
"('killed', 'completed', 'successfully', 'running')",6
"('abended', 'due', 'data', 'issue')",6
"('got', 'falied', 'due', 'connectivity')",6
"('falied', 'due', 'connectivity', 'issue')",6
"('issue', 'job', 'completed', 'successful')",6
"('re-running', 'job', 'completed', 'successfully')",6
"('issue', 'fixed', 'job', 'wass')",6
"('fixed', 'job', 'wass', 're-started')",6
"('available', 'job', 'completed', 'successfully')",6
"('job', 'completed', 'successfully', 'source')",6
"('got', 'failed', 'due', 'connectivty')",6
"('failed', 'due', 'connectivty', 'issue')",6
"('due', 'connectivty', 'issue', 'issue')",6
"('connectivty', 'issue', 'issue', 'fixed')",6
"('job', 'completed', 'back', 'end')",6
"('failed', 'due', 'extraction', 'issue')",6
"('job', 'got', 'trigerred', 'incorrectly')",6
"('got', 'trigerred', 'incorrectly', 'hence')",6
"('trigerred', 'incorrectly', 'hence', 'job')",6
"('incorrectly', 'hence', 'job', 'manually')",6
"('hence', 'job', 'manually', 'aborted')",6
"('job', 'completed', 'source', 'file')",6
"('instance', 'still', 'active', 'stream')",6
"('issue', 'job', 'restarted', 'time')",6
"('job', 'failed', 'pipe', 'error')",6
"('failed', 'pipe', 'error', 'due')",6
"('database', 'connection', 'time', '..')",6
"('connection', 'time', '..', 'issue')",6
"('time', '..', 'issue', 'rsolved')",6
"('..', 'issue', 'rsolved', 'job')",6
"('issue', 'rsolved', 'job', 'restarted')",6
"('rsolved', 'job', 'restarted', 'completed')",6
"('file', 'job', 'completed', 'successfully')",6
"('job', 'failed', 'due', 'link')",6
"('failed', 'due', 'link', 'failure')",6
"('ran', 'manually', 'completed', 'successfully')",6
"('job', 'executed', 'back', 'end')",6
"('process', 'state', 'updated', 'manually')",6
"('disabled', 'wrongly', 'triggered', 'kept')",6
"('wrongly', 'triggered', 'kept', 'schedule')",6
"('triggered', 'kept', 'schedule', 'request')",6
"('session', 'issue', 'job', 'restarted')",6
"('brj', 'issue', 'job', 'executed')",6
"('issue', 'job', 'executed', 'backend')",6
"('run', 'along', 'next', 'day')",6
"('along', 'next', 'day', ""'s"")",6
"('job', 'wrongly', 'triggered', 'brj')",6
"('value', 'issues', 'issue', 'fixed')",6
"('self', 'lock', 'occured', 'completed')",6
"('abended', 'due', 'brj', 'connectivity')",6
"('brj', 'connectivity', 'issue', 'job')",6
"('tods', 'issue', 'job', 'run')",6
"('abended', 'due', 'source', 'file')",6
"('job', 'triggering', 'brj', 'job')",6
"('triggering', 'brj', 'job', 'executed')",6
"('brj', 'job', 'executed', 'successfully')",6
"('brj', 'issue', 're-run', 'job')",6
"('error', 'released', 'tbload', 'job')",6
"('released', 'tbload', 'job', 'got')",6
"('tbload', 'job', 'got', 'successful')",6
"('job', 'got', 'successful', 're-run')",6
"('self-lock', 'occurred', 'job', 'completed')",6
"('occurred', 'job', 'completed', 'running')",6
"('stream', 'instance', 'active', 'manually')",6
"('issue', 'liaising', 'dev', 'team')",6
"('spool', 'space', 'issue', 'job')",6
"('jobs', 'failed', 'brj', 'ems')",6
"('failed', 'brj', 'ems', 'team')",6
"('brj', 'ems', 'team', 'updated')",6
"('ems', 'team', 'updated', 'source')",6
"('team', 'updated', 'source', 'jobs')",6
"('updated', 'source', 'jobs', 'incorrectly')",6
"('source', 'jobs', 'incorrectly', 'success')",6
"('jobs', 'incorrectly', 'success', 'rerun')",6
"('incorrectly', 'success', 'rerun', 'backend')",6
"('due', 'source', 'files', 'unavailability')",6
"('source', 'files', 'unavailability', 'job')",6
"('files', 'unavailability', 'job', 'got')",6
"('process', 'increasing', 'file', 'count')",6
"('increasing', 'file', 'count', 'avoid')",6
"('file', 'count', 'avoid', 'alerts')",6
"('file', 'issue', 'job', 'stuck')",6
"('issue', 'job', 'stuck', 'manually')",6
"('job', 'stuck', 'manually', 'cleared')",6
"('stuck', 'manually', 'cleared', 'queue')",6
"('queue', 'file', 'lock', 'issue')",6
"('file', 'lock', 'issue', 'later')",6
"('lock', 'issue', 'later', 'queue')",6
"('issue', 'later', 'queue', 'cleared')",6
"('job', 'schedules', 'kept', 'hold')",5
"('schedules', 'kept', 'hold', 'schedules')",5
"('kept', 'hold', 'schedules', 'didnt')",5
"('hold', 'schedules', 'didnt', 'run')",5
"('job', 'killed', 'hanged', 'long')",5
"('killed', 'hanged', 'long', 'time')",5
"('hanged', 'long', 'time', 'job')",5
"('long', 'time', 'job', 'cancelled')",5
"('time', 'job', 'cancelled', 'day')",5
"('batch', 'completed', 'successfully', 're-run')",5
"('duplicate/null/invalid', 'data', 'format', 'issues')",5
"('data', 'format', 'issues', 'issue')",5
"('format', 'issues', 'issue', 'fixed')",5
"('self', 'lock', 'occurred', 'rerun')",5
"('lock', 'occurred', 'rerun', 'job')",5
"('occurred', 'rerun', 'job', 'completed')",5
"('failed', 'due', 'incorrect', 'stream')",5
"('due', 'incorrect', 'stream', 'closure')",5
"('incorrect', 'stream', 'closure', 'issue')",5
"('stream', 'closure', 'issue', 'fixed')",5
"('closure', 'issue', 'fixed', 'job')",5
"('connectivity', 'issue', 'job', 'cancelled')",5
"('source', 'level', 'issue', 'i.e')",5
"('level', 'issue', 'i.e', 'source')",5
"('issue', 'i.e', 'source', 'file')",5
"('i.e', 'source', 'file', 'missing')",5
"('source', 'file', 'missing', 'invalid')",5
"('file', 'missing', 'invalid', 'data')",5
"('missing', 'invalid', 'data', 'format')",5
"('invalid', 'data', 'format', 'source')",5
"('data', 'format', 'source', 'leads')",5
"('format', 'source', 'leads', 'job')",5
"('source', 'leads', 'job', 'failure')",5
"('leads', 'job', 'failure', 'job')",5
"('job', 'failure', 'job', 'restarted')",5
"('failure', 'job', 'restarted', 'got')",5
"('job', 'running', 'long', 'time')",5
"('.we', 're-executed', 'job', 'deleting')",5
"('deleting', 'invalid', 'records', 'job')",5
"('completed', 'successfully', 'source', 'file')",5
"('successfully', 'source', 'file', 'available')",5
"('issue', 'job', 'completed', 're-run')",5
"('moved', 'row', 'count', 'file')",5
"('failed', 'due', 'tbload', 'issue.the')",5
"('due', 'tbload', 'issue.the', 'job')",5
"('tbload', 'issue.the', 'job', 'completed')",5
"('issue.the', 'job', 'completed', 'successfully')",5
"('job', 'completed', 'successfully', 'releasing')",5
"('fixed', 'job', 'reexecuted', 'completed')",5
"('job', 'reexecuted', 'completed', 'successfully')",5
"('job', 'restarted', 'file', 'placed')",5
"('restarted', 'file', 'placed', 'path')",5
"('table', 'locked', 'released', 'tbload')",5
"('source', 'file', 'received', 'batch')",5
"('file', 'received', 'batch', 'cancelled')",5
"('received', 'batch', 'cancelled', 'day')",5
"('next', 'day', ""'s"", 'load')",5
"('brj', 'unlinked', 'hence', 'jobs')",5
"('unlinked', 'hence', 'jobs', 'failed')",5
"('active', 'stream', 'closed', 'manually')",5
"('stream', 'closed', 'manually', 'job')",5
"('failed', 'due', 'database', 'unavailability.it')",5
"('due', 'database', 'unavailability.it', 'completed')",5
"('due', 'tdata', 'outage', 'issue')",5
"('tdata', 'outage', 'issue', 'fixed')",5
"('login', 'time-out', 'issue', 'job')",5
"('job', 'completed', 'successfully', 're-running')",5
"('due', 'named', 'pipe', 'error')",5
"('job', 'failed', 'due', 'tbload')",5
"('due', 'database', 'issue', 'completed')",5
"('database', 'issue', 'completed', 're-runing')",5
"('issue', 'completed', 're-runing', 'job')",5
"('database', 'login', 'timeout', 'job')",5
"('login', 'timeout', 'job', 'restarted')",5
"('timeout', 'job', 'restarted', 'completed')",5
"('source', 'team', 'corrected', 'file')",5
"('abended', 'due', 'duplicate', 'issues')",5
"('job', 'overrunning', 'hence', 'deadline')",5
"('job', 'completed', 'successfully', 'received')",5
"('self', 'lock', 'occurred', 'complete')",5
"('lock', 'occurred', 'complete', 'job')",5
"('occurred', 'complete', 'job', 'running')",5
"('complete', 'job', 'running', 'script')",5
"('due', 'server', 'issues', 'job')",5
"('active', 'process', 'state', 'updated')",5
"('restarted', 'job', 'completed', 'successfully')",5
"('tods', 'session', 'issue', 'job')",5
"('another', 'instance', 'completed', 'successfully')",5
"('lock', 'issue', 'tbload', 'release')",5
"('issue', 'tbload', 'release', 'success')",5
"('job', 're-run', 'issue', 'fixed')",5
"('environment', 'issue', 'job', 'restarted')",5
"('job', 'run', 'along', 'next')",5
"('job', 'run', 'along', 'today')",5
"('lock', 'occured', 'completed', 'batch')",5
"('occured', 'completed', 'batch', 'running')",5
"('crm', 'source', 'available', 'later')",5
"('source', 'available', 'later', 're-running')",5
"('available', 'later', 're-running', 'job')",5
"('later', 're-running', 'job', 'completed')",5
"('error', 're-running', 'job', 'got')",5
"('failed', 'due', 'source', 'bw')",5
"('due', 'source', 'bw', 'issue')",5
"('source', 'bw', 'issue', 'completed')",5
"('bw', 'issue', 'completed', 'issue')",5
"('issue', 'completed', 'issue', 'resolved')",5
"('completed', 'issue', 'resolved', 're-run')",5
"('source', 'team', 'job', 'completed')",5
"('next', 'day', ""'s"", 'batch')",5
"('source', 'file', 'source', 'team')",5
"('file', 'source', 'team', 'corrected')",5
"('abended', 'due', 'connection', 'time')",5
"('active', 'manually', 'closed', 'stream')",5
"('due', 'null', 'value', 'issues')",5
"('null', 'value', 'issues', 'issue')",5
"('issue', 'job', 'rerun', 'releasing')",5
"('job', 'rerun', 'releasing', 'tbload')",5
"('self', 'lock', 'completed', 'job')",5
"('lock', 'completed', 'job', 'running')",5
"('source', 'file', 'unavailability', 'file')",5
"('file', 'unavailability', 'file', 'available')",5
"('unavailability', 'file', 'available', 'job')",5
"('warranty', 'support', 'liaising', 'dev')",5
"('support', 'liaising', 'dev', 'team')",5
"('bw', 'issue', 'job', 'completed')",5
"('job', 'completed', 'running', 'manually')",5
"('duplicate', 'issue', 'liaising', 'dev')",5
"('space', 'issue', 'job', 'reprocessed')",5
"('tbload', 'issue', 'successful', 'rerun')",5
"('failed', 'due', 'duplicates', 'source')",5
"('due', 'duplicates', 'source', 'file')",5
"('failed', 'due', 'count', 'validation')",5
"('due', 'count', 'validation', 'issue')",5
"('issue', 'issue', 'fixed', 'manually')",4
"('issue', 'fixed', 'manually', 'job')",4
"('fixed', 'manually', 'job', 'restarted')",4
"('schedules', 'didnt', 'run', 'past')",4
"('didnt', 'run', 'past', 'days')",4
"('run', 'past', 'days', 'due')",4
"('past', 'days', 'due', 'file')",4
"('days', 'due', 'file', 'unavailaility')",4
"('due', 'file', 'unavailaility', 'hence')",4
"('file', 'unavailaility', 'hence', 'received')",4
"('unavailaility', 'hence', 'received', 'deadline')",4
"('failed', 'due', 'file', 'unailability')",4
"('due', 'file', 'unailability', 'issue')",4
"('file', 'unailability', 'issue', 'fixed')",4
"('unailability', 'issue', 'fixed', 'job')",4
"('job', 'executed', 'successfully', 'rerunning')",4
"('got', 'abended', 'due', 'data')",4
"('error', 'issue', 'fixed', 'job')",4
"('over-running', 'hence', 'deadline', 'breached')",4
"('issue', 'job', 're-run', 'file')",4
"('file', 'unavailability', 'job', 'restarted')",4
"('unavailability', 'job', 'restarted', 'file')",4
"('tbload', 'job', 'completed', 'successfully')",4
